Arthela,YR,Date DD/MM/ÅÅÅÅ
Sädesärla, Motacilla alba,1963,26/04/1963
Sädesärla, Motacilla alba,1964,09/05/1964
Sädesärla, Motacilla alba,1965,28/04/1965
Sädesärla, Motacilla alba,1967,21/04/1967
Sädesärla, Motacilla alba,1968,27/05/1968
Sädesärla, Motacilla alba,1969,04/05/1969
Sädesärla, Motacilla alba,1970,05/05/1970
Sädesärla, Motacilla alba,1971,05/05/1971
Sädesärla, Motacilla alba,1972,14/05/1972
Sädesärla, Motacilla alba,1973,17/05/1973
Sädesärla, Motacilla alba,1974,27/04/1974
Sädesärla, Motacilla alba,1975,30/04/1975
Sädesärla, Motacilla alba,1976,11/05/1976
Sädesärla, Motacilla alba,1977,24/05/1977
Sädesärla, Motacilla alba,1978,21/05/1978
Sädesärla, Motacilla alba,1979,08/05/1979
Sädesärla, Motacilla alba,1980,10/05/1980
Sädesärla, Motacilla alba,1981,11/05/1981
Sädesärla, Motacilla alba,1982,09/05/1982
Sädesärla, Motacilla alba,1983,02/05/1983
Sädesärla, Motacilla alba,1984,03/05/1984
Sädesärla, Motacilla alba,1985,20/04/1985
Sädesärla, Motacilla alba,1986,11/05/1986
Sädesärla, Motacilla alba,1987,05/05/1987
Sädesärla, Motacilla alba,1988,19/05/1988
Sädesärla, Motacilla alba,1989,10/05/1989
Sädesärla, Motacilla alba,1990,12/05/1990
Sädesärla, Motacilla alba,1991,12/05/1991
Sädesärla, Motacilla alba,1992,11/05/1992
Sädesärla, Motacilla alba,1993,15/05/1993
Sädesärla, Motacilla alba,1994,08/05/1994
Sädesärla, Motacilla alba,1995,20/05/1995
Sädesärla, Motacilla alba,1996,03/05/1996
Sädesärla, Motacilla alba,1997,11/05/1997
Sädesärla, Motacilla alba,1998,24/05/1998
Sädesärla, Motacilla alba,1999,10/05/1999
Sädesärla, Motacilla alba,2000,08/05/2000
Sädesärla, Motacilla alba,2001,22/04/2001
Sädesärla, Motacilla alba,2002,14/05/2002
Sädesärla, Motacilla alba,2003,12/05/2003
Sädesärla, Motacilla alba,2004,18/05/2004
Sädesärla, Motacilla alba,2005,20/05/2005
Sädesärla, Motacilla alba,2006,14/05/2006
Sädesärla, Motacilla alba,2007,08/05/2007
Sädesärla, Motacilla alba,2008,12/05/2008
Sädesärla, Motacilla alba,2009,03/05/2009
Sädesärla, Motacilla alba,2010,08/05/2010
Sädesärla, Motacilla alba,2011,13/05/2011
Sädesärla, Motacilla alba,2012,06/05/2012
Sädesärla, Motacilla alba,2013,14/05/2013
Sädesärla, Motacilla alba,2014,21/05/2014
Sädesärla, Motacilla alba,2015,14/05/2015
Sädesärla, Motacilla alba,2016,06/05/2016
Sädesärla, Motacilla alba,2017,15/05/2017
Talgoxe, Parus major,1951,12/05/1951
Talgoxe, Parus major,1952,10/04/1952
Talgoxe, Parus major,1953,10/05/1953
Talgoxe, Parus major,1955,12/04/1955
Talgoxe, Parus major,1956,25/04/1956
Talgoxe, Parus major,1957,17/05/1957
Talgoxe, Parus major,1958,27/04/1958
Talgoxe, Parus major,1959,20/03/1959
Talgoxe, Parus major,1960,17/04/1960
Talgoxe, Parus major,1961,24/04/1961
Talgoxe, Parus major,1962,18/04/1962
Talgoxe, Parus major,1963,10/04/1963
Talgoxe, Parus major,1964,08/04/1964
Talgoxe, Parus major,1965,22/04/1965
Talgoxe, Parus major,1967,21/04/1967
Talgoxe, Parus major,1968,27/03/1968
Talgoxe, Parus major,1969,01/04/1969
Talgoxe, Parus major,1970,15/04/1970
Talgoxe, Parus major,1971,04/04/1971
Talgoxe, Parus major,1972,05/04/1972
Talgoxe, Parus major,1973,12/04/1973
Talgoxe, Parus major,1974,08/04/1974
Talgoxe, Parus major,1975,11/04/1975
Talgoxe, Parus major,1976,07/04/1976
Talgoxe, Parus major,1977,01/05/1977
Talgoxe, Parus major,1978,09/04/1978
Talgoxe, Parus major,1979,05/04/1979
Talgoxe, Parus major,1980,03/04/1980
Talgoxe, Parus major,1981,02/04/1981
Talgoxe, Parus major,1982,27/03/1982
Talgoxe, Parus major,1983,04/04/1983
Talgoxe, Parus major,1984,03/04/1984
Talgoxe, Parus major,1985,05/04/1985
Talgoxe, Parus major,1986,27/03/1986
Talgoxe, Parus major,1987,05/04/1987
Talgoxe, Parus major,1988,04/04/1988
Talgoxe, Parus major,1989,25/03/1989
Talgoxe, Parus major,1990,30/03/1990
Talgoxe, Parus major,1991,21/03/1991
Talgoxe, Parus major,1992,29/03/1992
Talgoxe, Parus major,1993,30/03/1993
Talgoxe, Parus major,1994,02/04/1994
Talgoxe, Parus major,1995,03/04/1995
Talgoxe, Parus major,1996,03/04/1996
Talgoxe, Parus major,1997,06/04/1997
Talgoxe, Parus major,1998,31/03/1998
Talgoxe, Parus major,1999,24/03/1999
Talgoxe, Parus major,2000,30/03/2000
Talgoxe, Parus major,2001,02/04/2001
Talgoxe, Parus major,2002,26/03/2002
Talgoxe, Parus major,2003,11/04/2003
Talgoxe, Parus major,2004,30/03/2004
Talgoxe, Parus major,2005,02/04/2005
Talgoxe, Parus major,2006,30/03/2006
Talgoxe, Parus major,2007,01/04/2007
Talgoxe, Parus major,2008,03/04/2008
Talgoxe, Parus major,2009,28/03/2009
Talgoxe, Parus major,2010,27/03/2010
Talgoxe, Parus major,2011,02/04/2011
Talgoxe, Parus major,2012,12/04/2012
Talgoxe, Parus major,2013,14/04/2013
Talgoxe, Parus major,2014,26/04/2014
Talgoxe, Parus major,2015,29/03/2015
Talgoxe, Parus major,2016,10/04/2016
Talgoxe, Parus major,2017,04/04/2017
Taltrast, Turdus philomelos,1950,15/05/1950
Taltrast, Turdus philomelos,1951,08/05/1951
Taltrast, Turdus philomelos,1952,29/04/1952
Taltrast, Turdus philomelos,1953,03/05/1953
Taltrast, Turdus philomelos,1954,17/05/1954
Taltrast, Turdus philomelos,1955,27/04/1955
Taltrast, Turdus philomelos,1956,02/05/1956
Taltrast, Turdus philomelos,1957,29/04/1957
Taltrast, Turdus philomelos,1958,01/05/1958
Taltrast, Turdus philomelos,1959,18/04/1959
Taltrast, Turdus philomelos,1960,10/05/1960
Taltrast, Turdus philomelos,1961,19/04/1961
Taltrast, Turdus philomelos,1962,07/05/1962
Taltrast, Turdus philomelos,1963,24/04/1963
Taltrast, Turdus philomelos,1964,21/04/1964
Taltrast, Turdus philomelos,1965,29/04/1965
Taltrast, Turdus philomelos,1966,06/04/1966
Taltrast, Turdus philomelos,1967,02/05/1967
Taltrast, Turdus philomelos,1968,20/04/1968
Taltrast, Turdus philomelos,1969,29/04/1969
Taltrast, Turdus philomelos,1970,27/04/1970
Taltrast, Turdus philomelos,1971,20/04/1971
Taltrast, Turdus philomelos,1972,26/04/1972
Taltrast, Turdus philomelos,1973,26/04/1973
Taltrast, Turdus philomelos,1974,04/05/1974
Taltrast, Turdus philomelos,1975,20/04/1975
Taltrast, Turdus philomelos,1976,26/04/1976
Taltrast, Turdus philomelos,1977,26/04/1977
Taltrast, Turdus philomelos,1978,27/04/1978
Taltrast, Turdus philomelos,1979,23/04/1979
Taltrast, Turdus philomelos,1980,28/04/1980
Taltrast, Turdus philomelos,1981,16/04/1981
Taltrast, Turdus philomelos,1982,23/04/1982
Taltrast, Turdus philomelos,1983,20/04/1983
Taltrast, Turdus philomelos,1984,23/04/1984
Taltrast, Turdus philomelos,1985,17/04/1985
Taltrast, Turdus philomelos,1986,23/04/1986
Taltrast, Turdus philomelos,1987,23/04/1987
Taltrast, Turdus philomelos,1988,15/04/1988
Taltrast, Turdus philomelos,1989,23/04/1989
Taltrast, Turdus philomelos,1990,24/04/1990
Taltrast, Turdus philomelos,1991,29/04/1991
Taltrast, Turdus philomelos,1992,17/04/1992
Taltrast, Turdus philomelos,1993,11/04/1993
Taltrast, Turdus philomelos,1994,25/04/1994
Taltrast, Turdus philomelos,1995,26/04/1995
Taltrast, Turdus philomelos,1996,24/04/1996
Taltrast, Turdus philomelos,1997,23/04/1997
Taltrast, Turdus philomelos,1998,14/04/1998
Taltrast, Turdus philomelos,1999,22/04/1999
Taltrast, Turdus philomelos,2000,11/04/2000
Taltrast, Turdus philomelos,2001,17/04/2001
Taltrast, Turdus philomelos,2002,20/04/2002
Taltrast, Turdus philomelos,2003,21/04/2003
Taltrast, Turdus philomelos,2004,20/04/2004
Taltrast, Turdus philomelos,2005,22/04/2005
Taltrast, Turdus philomelos,2006,18/04/2006
Taltrast, Turdus philomelos,2007,23/04/2007
Taltrast, Turdus philomelos,2008,20/04/2008
Taltrast, Turdus philomelos,2009,07/04/2009
Taltrast, Turdus philomelos,2010,20/04/2010
Taltrast, Turdus philomelos,2011,15/04/2011
Taltrast, Turdus philomelos,2012,13/04/2012
Taltrast, Turdus philomelos,2013,21/04/2013
Taltrast, Turdus philomelos,2014,12/04/2014
Taltrast, Turdus philomelos,2015,18/04/2015
Taltrast, Turdus philomelos,2016,21/04/2016
Taltrast, Turdus philomelos,2017,18/04/2017
Tornfalk, Falco tinnunculus,1952,31/05/1952
Tornfalk, Falco tinnunculus,1955,12/05/1955
Tornfalk, Falco tinnunculus,1956,04/05/1956
Tornfalk, Falco tinnunculus,1959,19/04/1959
Tornfalk, Falco tinnunculus,1960,10/05/1960
Tornfalk, Falco tinnunculus,1971,28/03/1971
Tornfalk, Falco tinnunculus,1972,12/04/1972
Tornfalk, Falco tinnunculus,1977,04/04/1977
Tornfalk, Falco tinnunculus,1994,02/04/1994
Tornfalk, Falco tinnunculus,1995,25/04/1995
Tofslärka, Galerida cristata,1981,30/05/1981
Tornseglare, Apus apus,1951,29/05/1951
Tornseglare, Apus apus,1952,09/06/1952
Tornseglare, Apus apus,1953,04/06/1953
Tornseglare, Apus apus,1960,14/06/1960
Tornseglare, Apus apus,1976,15/06/1976
Tornseglare, Apus apus,1978,12/06/1978
Tornseglare, Apus apus,1979,10/06/1979
Tornseglare, Apus apus,1992,09/06/1992
Tornseglare, Apus apus,1993,01/06/1993
Tornseglare, Apus apus,1995,29/05/1995
Tornseglare, Apus apus,1996,30/05/1996
Tornseglare, Apus apus,1999,07/06/1999
Trädkrypare, Certhia familiaris,1952,12/04/1952
Trädkrypare, Certhia familiaris,1953,09/04/1953
Trädkrypare, Certhia familiaris,1958,15/04/1958
Trädkrypare, Certhia familiaris,1959,26/03/1959
Trädkrypare, Certhia familiaris,1960,08/04/1960
Trädkrypare, Certhia familiaris,1973,05/04/1973
Trädkrypare, Certhia familiaris,1974,06/04/1974
Trädkrypare, Certhia familiaris,1975,15/04/1975
Trädkrypare, Certhia familiaris,1976,09/04/1976
Trädkrypare, Certhia familiaris,1978,06/04/1978
Trädkrypare, Certhia familiaris,1980,04/04/1980
Trädkrypare, Certhia familiaris,1981,29/03/1981
Trädkrypare, Certhia familiaris,1982,24/03/1982
Trädkrypare, Certhia familiaris,1983,27/03/1983
Trädkrypare, Certhia familiaris,1984,06/04/1984
Trädkrypare, Certhia familiaris,1986,26/03/1986
Trädkrypare, Certhia familiaris,1987,15/04/1987
Trädkrypare, Certhia familiaris,1988,13/04/1988
Trädkrypare, Certhia familiaris,1989,11/06/1989
Trädkrypare, Certhia familiaris,1990,09/06/1990
Trädkrypare, Certhia familiaris,1992,29/04/1992
Trädkrypare, Certhia familiaris,1993,14/04/1993
Trädkrypare, Certhia familiaris,1994,28/03/1994
Trädkrypare, Certhia familiaris,1995,29/03/1995
Trädkrypare, Certhia familiaris,1996,31/03/1996
Trädkrypare, Certhia familiaris,1997,02/04/1997
Trädkrypare, Certhia familiaris,1998,17/04/1998
Trädkrypare, Certhia familiaris,1999,17/03/1999
Trädkrypare, Certhia familiaris,2000,29/03/2000
Trädkrypare, Certhia familiaris,2001,27/03/2001
Trädkrypare, Certhia familiaris,2002,27/04/2002
Trädkrypare, Certhia familiaris,2004,20/03/2004
Trädkrypare, Certhia familiaris,2005,26/03/2005
Trädkrypare, Certhia familiaris,2006,07/04/2006
Trädkrypare, Certhia familiaris,2007,24/04/2007
Trädkrypare, Certhia familiaris,2008,11/04/2008
Trädkrypare, Certhia familiaris,2009,15/04/2009
Trädkrypare, Certhia familiaris,2010,22/03/2010
Trädkrypare, Certhia familiaris,2011,29/03/2011
Trädkrypare, Certhia familiaris,2012,30/05/2012
Trädkrypare, Certhia familiaris,2013,14/04/2013
Trädkrypare, Certhia familiaris,2014,03/06/2014
Trädkrypare, Certhia familiaris,2015,18/03/2015
Trädkrypare, Certhia familiaris,2016,23/03/2016
Trädkrypare, Certhia familiaris,2017,24/03/2017
Trädlärka, Lullula arborea,1959,18/04/1959
Trädlärka, Lullula arborea,1960,12/04/1960
Trädlärka, Lullula arborea,1965,20/04/1965
Trädlärka, Lullula arborea,1970,14/04/1970
Trädlärka, Lullula arborea,1972,14/04/1972
Trädlärka, Lullula arborea,1975,11/04/1975
Trädlärka, Lullula arborea,1976,05/04/1976
Trädlärka, Lullula arborea,1986,22/03/1986
Trädlärka, Lullula arborea,1999,18/03/1999
Trädlärka, Lullula arborea,2001,25/04/2001
Trädpiplärka, Anthus trivialis,1951,11/05/1951
Trädpiplärka, Anthus trivialis,1952,01/05/1952
Trädpiplärka, Anthus trivialis,1953,23/05/1953
Trädpiplärka, Anthus trivialis,1954,21/05/1954
Trädpiplärka, Anthus trivialis,1955,13/05/1955
Trädpiplärka, Anthus trivialis,1956,12/05/1956
Trädpiplärka, Anthus trivialis,1957,10/05/1957
Trädpiplärka, Anthus trivialis,1958,16/05/1958
Trädpiplärka, Anthus trivialis,1959,16/05/1959
Trädpiplärka, Anthus trivialis,1960,18/05/1960
Trädpiplärka, Anthus trivialis,1961,12/05/1961
Trädpiplärka, Anthus trivialis,1962,17/05/1962
Trädpiplärka, Anthus trivialis,1963,01/05/1963
Trädpiplärka, Anthus trivialis,1964,12/05/1964
Trädpiplärka, Anthus trivialis,1965,15/05/1965
Trädpiplärka, Anthus trivialis,1967,08/05/1967
Trädpiplärka, Anthus trivialis,1968,13/05/1968
Trädpiplärka, Anthus trivialis,1969,07/05/1969
Trädpiplärka, Anthus trivialis,1970,14/05/1970
Trädpiplärka, Anthus trivialis,1971,18/05/1971
Trädpiplärka, Anthus trivialis,1972,12/05/1972
Trädpiplärka, Anthus trivialis,1973,15/05/1973
Trädpiplärka, Anthus trivialis,1974,09/05/1974
Trädpiplärka, Anthus trivialis,1975,08/05/1975
Trädpiplärka, Anthus trivialis,1976,12/05/1976
Trädpiplärka, Anthus trivialis,1977,15/05/1977
Trädpiplärka, Anthus trivialis,1978,13/05/1978
Trädpiplärka, Anthus trivialis,1979,18/05/1979
Trädpiplärka, Anthus trivialis,1980,16/05/1980
Trädpiplärka, Anthus trivialis,1981,10/05/1981
Trädpiplärka, Anthus trivialis,1982,18/05/1982
Trädpiplärka, Anthus trivialis,1983,06/05/1983
Trädpiplärka, Anthus trivialis,1984,14/05/1984
Trädpiplärka, Anthus trivialis,1985,14/05/1985
Trädpiplärka, Anthus trivialis,1986,10/05/1986
Trädpiplärka, Anthus trivialis,1987,16/05/1987
Trädpiplärka, Anthus trivialis,1988,12/05/1988
Trädpiplärka, Anthus trivialis,1989,07/05/1989
Trädpiplärka, Anthus trivialis,1990,18/05/1990
Trädpiplärka, Anthus trivialis,1991,12/05/1991
Trädpiplärka, Anthus trivialis,1992,11/05/1992
Trädpiplärka, Anthus trivialis,1993,10/05/1993
Trädpiplärka, Anthus trivialis,1994,13/05/1994
Trädpiplärka, Anthus trivialis,1995,08/05/1995
Trädpiplärka, Anthus trivialis,1996,14/05/1996
Trädpiplärka, Anthus trivialis,1997,09/05/1997
Trädpiplärka, Anthus trivialis,1998,10/05/1998
Trädpiplärka, Anthus trivialis,1999,12/05/1999
Trädpiplärka, Anthus trivialis,2000,06/05/2000
Trädpiplärka, Anthus trivialis,2001,10/05/2001
Trädpiplärka, Anthus trivialis,2002,06/05/2002
Trädpiplärka, Anthus trivialis,2003,13/05/2003
Trädpiplärka, Anthus trivialis,2004,10/05/2004
Trädpiplärka, Anthus trivialis,2005,08/05/2005
Trädpiplärka, Anthus trivialis,2006,02/05/2006
Trädpiplärka, Anthus trivialis,2007,11/05/2007
Trädpiplärka, Anthus trivialis,2008,07/05/2008
Trädpiplärka, Anthus trivialis,2009,04/05/2009
Trädpiplärka, Anthus trivialis,2010,12/05/2010
Trädpiplärka, Anthus trivialis,2011,10/05/2011
Trädpiplärka, Anthus trivialis,2012,08/05/2012
Trädpiplärka, Anthus trivialis,2013,09/05/2013
Trädpiplärka, Anthus trivialis,2014,15/05/2014
Trädpiplärka, Anthus trivialis,2015,11/05/2015
Trädpiplärka, Anthus trivialis,2016,08/05/2016
Trädpiplärka, Anthus trivialis,2017,10/05/2017
Trädgårdsträdkrypare, Certhia brachydactyla,2013,11/05/2013
Törnskata, Lanius collurio,1950,20/05/1950
Törnskata, Lanius collurio,1951,23/05/1951
Törnskata, Lanius collurio,1952,26/05/1952
Törnskata, Lanius collurio,1953,25/05/1953
Törnskata, Lanius collurio,1954,27/05/1954
Törnskata, Lanius collurio,1955,29/05/1955
Törnskata, Lanius collurio,1956,26/05/1956
Törnskata, Lanius collurio,1957,28/05/1957
Törnskata, Lanius collurio,1958,28/05/1958
Törnskata, Lanius collurio,1959,26/05/1959
Törnskata, Lanius collurio,1960,24/05/1960
Törnskata, Lanius collurio,1961,24/05/1961
Törnskata, Lanius collurio,1962,20/05/1962
Törnskata, Lanius collurio,1963,30/05/1963
Törnskata, Lanius collurio,1964,27/05/1964
Törnskata, Lanius collurio,1965,28/05/1965
Törnskata, Lanius collurio,1967,30/05/1967
Törnskata, Lanius collurio,1968,23/05/1968
Törnskata, Lanius collurio,1969,27/05/1969
Törnskata, Lanius collurio,1970,27/05/1970
Törnskata, Lanius collurio,1971,26/05/1971
Törnskata, Lanius collurio,1972,21/05/1972
Törnskata, Lanius collurio,1973,26/05/1973
Törnskata, Lanius collurio,1974,27/05/1974
Törnskata, Lanius collurio,1975,29/05/1975
Törnskata, Lanius collurio,1976,29/05/1976
Törnskata, Lanius collurio,1977,24/05/1977
Törnskata, Lanius collurio,1978,27/05/1978
Törnskata, Lanius collurio,1979,26/05/1979
Törnskata, Lanius collurio,1980,27/05/1980
Törnskata, Lanius collurio,1981,23/05/1981
Törnskata, Lanius collurio,1982,21/05/1982
Törnskata, Lanius collurio,1983,21/05/1983
Törnskata, Lanius collurio,1984,05/06/1984
Törnskata, Lanius collurio,1985,15/05/1985
Törnskata, Lanius collurio,1986,24/05/1986
Törnskata, Lanius collurio,1987,28/05/1987
Törnskata, Lanius collurio,1988,25/05/1988
Törnskata, Lanius collurio,1989,02/06/1989
Törnskata, Lanius collurio,1990,25/05/1990
Törnskata, Lanius collurio,1991,31/05/1991
Törnskata, Lanius collurio,1992,29/05/1992
Törnskata, Lanius collurio,1993,28/05/1993
Törnskata, Lanius collurio,1994,22/05/1994
Törnskata, Lanius collurio,1995,23/05/1995
Törnskata, Lanius collurio,1996,23/05/1996
Törnskata, Lanius collurio,1997,24/05/1997
Törnskata, Lanius collurio,1998,21/05/1998
Törnskata, Lanius collurio,1999,23/05/1999
Törnskata, Lanius collurio,2000,29/05/2000
Törnskata, Lanius collurio,2001,24/05/2001
Törnskata, Lanius collurio,2002,25/05/2002
Törnskata, Lanius collurio,2003,21/05/2003
Törnskata, Lanius collurio,2004,25/05/2004
Törnskata, Lanius collurio,2005,20/05/2005
Törnskata, Lanius collurio,2006,27/05/2006
Törnskata, Lanius collurio,2007,25/05/2007
Törnskata, Lanius collurio,2008,23/05/2008
Törnskata, Lanius collurio,2009,01/06/2009
Törnskata, Lanius collurio,2010,21/05/2010
Törnskata, Lanius collurio,2011,28/05/2011
Törnskata, Lanius collurio,2012,25/05/2012
Törnskata, Lanius collurio,2013,23/05/2013
Törnskata, Lanius collurio,2014,27/05/2014
Törnskata, Lanius collurio,2015,19/05/2015
Törnskata, Lanius collurio,2016,21/05/2016
Törnskata, Lanius collurio,2017,30/05/2017
Törnsångare, Sylvia communis,1950,23/05/1950
Törnsångare, Sylvia communis,1951,23/05/1951
Törnsångare, Sylvia communis,1952,20/05/1952
Törnsångare, Sylvia communis,1953,20/05/1953
Törnsångare, Sylvia communis,1954,27/05/1954
Törnsångare, Sylvia communis,1955,30/05/1955
Törnsångare, Sylvia communis,1956,29/05/1956
Törnsångare, Sylvia communis,1957,29/05/1957
Törnsångare, Sylvia communis,1958,30/05/1958
Törnsångare, Sylvia communis,1959,25/05/1959
Törnsångare, Sylvia communis,1960,26/05/1960
Törnsångare, Sylvia communis,1961,22/05/1961
Törnsångare, Sylvia communis,1962,21/05/1962
Törnsångare, Sylvia communis,1963,03/06/1963
Törnsångare, Sylvia communis,1964,26/05/1964
Törnsångare, Sylvia communis,1965,30/05/1965
Törnsångare, Sylvia communis,1967,25/05/1967
Törnsångare, Sylvia communis,1968,21/05/1968
Törnsångare, Sylvia communis,1969,21/05/1969
Törnsångare, Sylvia communis,1970,27/05/1970
Törnsångare, Sylvia communis,1971,27/05/1971
Törnsångare, Sylvia communis,1972,25/05/1972
Törnsångare, Sylvia communis,1973,25/05/1973
Törnsångare, Sylvia communis,1974,26/05/1974
Törnsångare, Sylvia communis,1975,29/05/1975
Törnsångare, Sylvia communis,1976,01/06/1976
Törnsångare, Sylvia communis,1977,25/05/1977
Törnsångare, Sylvia communis,1978,25/05/1978
Törnsångare, Sylvia communis,1979,30/05/1979
Törnsångare, Sylvia communis,1980,26/05/1980
Törnsångare, Sylvia communis,1981,27/05/1981
Törnsångare, Sylvia communis,1982,26/05/1982
Törnsångare, Sylvia communis,1983,21/05/1983
Törnsångare, Sylvia communis,1984,29/05/1984
Törnsångare, Sylvia communis,1985,21/05/1985
Törnsångare, Sylvia communis,1986,27/05/1986
Törnsångare, Sylvia communis,1987,28/05/1987
Törnsångare, Sylvia communis,1988,26/05/1988
Törnsångare, Sylvia communis,1989,26/05/1989
Törnsångare, Sylvia communis,1990,28/05/1990
Törnsångare, Sylvia communis,1991,28/05/1991
Törnsångare, Sylvia communis,1992,28/05/1992
Törnsångare, Sylvia communis,1993,27/05/1993
Törnsångare, Sylvia communis,1994,21/05/1994
Törnsångare, Sylvia communis,1995,21/05/1995
Törnsångare, Sylvia communis,1996,28/05/1996
Törnsångare, Sylvia communis,1997,24/05/1997
Törnsångare, Sylvia communis,1998,24/05/1998
Törnsångare, Sylvia communis,1999,19/05/1999
Törnsångare, Sylvia communis,2000,18/05/2000
Törnsångare, Sylvia communis,2001,24/05/2001
Törnsångare, Sylvia communis,2002,19/05/2002
Törnsångare, Sylvia communis,2003,25/05/2003
Törnsångare, Sylvia communis,2004,23/05/2004
Törnsångare, Sylvia communis,2005,23/05/2005
Törnsångare, Sylvia communis,2006,28/05/2006
Törnsångare, Sylvia communis,2007,30/05/2007
Törnsångare, Sylvia communis,2008,22/05/2008
Törnsångare, Sylvia communis,2009,24/05/2009
Törnsångare, Sylvia communis,2010,26/05/2010
Törnsångare, Sylvia communis,2011,23/05/2011
Törnsångare, Sylvia communis,2012,26/05/2012
Törnsångare, Sylvia communis,2013,24/05/2013
Törnsångare, Sylvia communis,2014,24/05/2014
Törnsångare, Sylvia communis,2015,17/05/2015
Törnsångare, Sylvia communis,2016,23/05/2016
Törnsångare, Sylvia communis,2017,22/05/2017
Varfågel, Lanius excubitor,1952,11/04/1952
